Date,Total_Assets,Total_Liabilities,EBITDA,Operating_Margin_%,Date_x,Stock,Debt_Equity_Ratio,Date_y
2023-03-31,294632800000.0,57497400000.0,51521000000.0,17.87851118533292,2023-03-31,CIPLA.NS,0.03430996019272225,2023-03-31
2024-03-31,327178200000.0,59154900000.0,67146400000.0,21.097724924675685,2024-03-31,CIPLA.NS,0.0209466409400283,2024-03-31
2020-03-31,,,,,2020-03-31,NTPC.NS,,2020-03-31
2021-03-31,3988876400000.0,2696254600000.0,375478000000.0,19.608982124029666,2021-03-31,NTPC.NS,1.6717864469004593,2021-03-31
2022-03-31,4165964100000.0,2774622600000.0,437036900000.0,19.405767075148724,2022-03-31,NTPC.NS,1.5564803040826087,2022-03-31
2023-03-31,4479132500000.0,2969596300000.0,500083900000.0,19.085141761234954,2023-03-31,NTPC.NS,1.5161770760350222,2023-03-31
2024-03-31,4801965700000.0,3150742900000.0,555853900000.0,18.744818416020724,2024-03-31,NTPC.NS,1.4755277029134661,2024-03-31
2020-03-31,,,,,2020-03-31,POWERGRID.NS,,2020-03-31
2021-03-31,2556894700000.0,1857534000000.0,359060200000.0,58.655198885112604,2021-03-31,POWERGRID.NS,2.0979159967095664,2021-03-31
2022-03-31,2551983900000.0,1789421000000.0,409213700000.0,57.03914122067694,2022-03-31,POWERGRID.NS,1.8211725222929152,2022-03-31
2023-03-31,2522730600000.0,1692467700000.0,392501000000.0,57.99461972920486,2023-03-31,POWERGRID.NS,1.5907167476711292,2023-03-31
2024-03-31,2508905200000.0,1637454100000.0,411255900000.0,58.89588317468936,2024-03-31,POWERGRID.NS,1.4573819460437882,2024-03-31
2020-03-31,,,,,2020-03-31,TATAPOWER.NS,,2020-03-31
2021-03-31,988390900000.0,735895300000.0,85224400000.0,13.21392915519147,2021-03-31,TATAPOWER.NS,2.0924503164106145,2021-03-31
2022-03-31,1128846000000.0,868561400000.0,97170900000.0,10.485971763105642,2022-03-31,TATAPOWER.NS,2.281267879773064,2022-03-31
2023-03-31,1283490400000.0,941449200000.0,129403200000.0,8.129553393063736,2023-03-31,TATAPOWER.NS,1.8384096808919725,2023-03-31
2024-03-31,1395534900000.0,1012207200000.0,137683700000.0,11.263755416429381,2024-03-31,TATAPOWER.NS,1.6593744021456769,2024-03-31
